,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.48,5.66,6.5,9.28,9.79,6.77,9.11,9.25,4.26,1.67,1.46,2.78,3.34
Expenses,2.74,2.54,2.89,4.96,5.49,3.79,5.66,5.51,3.74,2.75,3.55,3.21,3.57
Operating Profit,5.74,3.12,3.61,4.32,4.3,2.98,3.45,3.74,0.52,-1.08,-2.09,-0.43,-0.23
OPM %,67.69,55.12,55.54,46.55,43.92,44.02,37.87,40.43,12.21,-64.67,-143.15,-15.47,-6.89
Other Income,0.16,0.12,0.38,0.54,0.16,0.13,0.05,0.07,-1.81,0.24,0.05,0.07,0.06
Interest,0.24,0.09,0.03,0.15,0.0,0.33,0.98,1.1,0.93,0.06,0.05,0.03,0.04
Depreciation,1.05,1.2,1.08,0.74,0.77,1.15,1.81,2.01,1.76,1.37,1.82,0.89,0.91
Profit before tax,4.61,1.95,2.88,3.97,3.69,1.63,0.71,0.7,-3.98,-2.27,-3.91,-1.28,-1.12
Tax %,30.59,32.31,33.68,36.78,33.88,30.67,129.58,20.0,32.41,13.22,-5.12,64.84,
Net Profit,3.19,1.31,1.9,2.51,2.44,1.13,-0.21,0.57,-2.69,-1.97,-4.11,-0.45,-1.11
EPS in Rs,3.22,1.32,1.92,2.54,2.46,1.14,-0.21,0.58,-2.73,-2.0,-4.17,-0.46,-1.13
