,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4.23,6.24,5.84,2.19,5.36,6.86,5.77,5.31,6.1,7.87,7.43,4.73,5.7
Expenses,4.1,4.8,4.51,3.96,4.94,5.04,7.17,4.67,5.4,7.22,6.77,4.24,6.06
Operating Profit,0.13,1.44,1.33,-1.77,0.42,1.82,-1.4,0.64,0.7,0.65,0.66,0.49,-0.36
OPM %,3.07,23.08,22.77,-80.82,7.84,26.53,-24.26,12.05,11.48,8.26,8.88,10.36,-6.32
Other Income,-0.01,0.0,1.13,4.44,0.03,0.02,0.08,0.01,0.06,0.04,0.09,0.12,1.24
Interest,0.48,0.56,0.84,0.52,0.52,0.37,0.94,0.4,0.42,0.45,0.43,0.39,0.46
Depreciation,0.27,0.27,0.27,0.23,0.24,0.25,0.24,0.2,0.2,0.2,0.2,0.17,0.17
Profit before tax,-0.63,0.61,1.35,1.92,-0.31,1.22,-2.5,0.05,0.14,0.04,0.12,0.05,0.25
Tax %,17.46,-36.07,19.26,32.29,96.77,33.61,24.0,0.0,28.57,50.0,66.67,40.0,32.0
Net Profit,-0.52,0.84,1.09,1.3,-0.01,0.81,-1.9,0.05,0.1,0.02,0.05,0.04,0.16
EPS in Rs,-1.07,1.73,2.25,2.68,-0.02,1.67,-3.91,0.1,0.21,0.04,0.1,0.08,0.33
