,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,49.75,49.92,49.92,49.92,49.92,49.92,49.93,61.87
Government,1.16,1.16,1.16,1.16,1.16,1.16,1.16,0.88
Public,49.1,48.92,48.92,48.92,48.92,48.92,48.92,37.24
No. of Shareholders,2571.0,2270.0,2097.0,2068.0,2216.0,3335.0,3649.0,4122.0
