,2012-06-01,2013-06-01,2014-06-01,2015-06-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,12,12,12,12,12,12,12,12,12,12,12.0
Reserves,203,588,531,512,439,228,-507,-683,-246,-345,-370,-360,-161.0
Preference Capital,0,65,65,65,0,0,688,705,173,195,0,0,
Borrowings,307,318,334,316,421,424,309,316,296,302,288,265,261.0
Other Liabilities,23,84,150,119,92,160,854,902,401,459,466,450,246.0
Total Liabilities,548,1006,1027,959,964,824,667,546,462,428,396,366,357.0
Fixed Assets,97,191,340,434,414,389,362,335,305,295,268,242,229.0
CWIP,65,163,115,2,2,0,0,0,0,0,0,0,0.0
Investments,10,447,404,404,404,244,120,10,10,10,0,0,0.0
Other Assets,376,205,167,119,144,191,185,201,147,122,128,124,128.0
Total Assets,548,1006,1027,959,964,824,667,546,462,428,396,366,357.0
