,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.49,3.5,3.12,3.63,2.68,7.17,7.45,8.17,12.7,10.2,11.82,12.71,14.24
Expenses,7.12,4.95,4.75,5.27,5.13,5.64,5.51,6.48,7.66,6.29,8.02,9.62,10.67
Operating Profit,-1.63,-1.45,-1.63,-1.64,-2.45,1.53,1.94,1.69,5.04,3.91,3.8,3.09,3.57
OPM %,-29.69,-41.43,-52.24,-45.18,-91.42,21.34,26.04,20.69,39.69,38.33,32.15,24.31,25.07
Other Income,3.22,4.03,5.24,5.38,4.8,1.58,0.84,0.78,0.58,1.15,1.39,1.54,1.60
Interest,0.04,0.03,0.03,0.02,0.06,0.06,0.06,0.22,0.63,0.79,0.73,0.91,0.89
Depreciation,0.37,0.35,0.35,0.39,0.3,0.3,0.36,0.47,0.62,0.89,0.94,0.98,1.08
Profit before tax,1.18,2.2,3.23,3.33,1.99,2.75,2.36,1.78,4.37,3.38,3.52,2.74,3.20
Tax %,-8.47,-31.82,3.72,21.62,50.75,83.27,26.69,29.21,23.34,25.15,26.14,22.26,
Net Profit,1.28,2.9,3.11,2.61,0.98,0.46,1.73,1.26,3.35,2.54,2.6,2.13,2.26
EPS in Rs,21.33,48.33,51.83,43.5,16.33,7.67,28.83,21.0,47.86,36.29,38.88,31.85,33.80
