,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,46.76,55.49,45.82,48.75,60.02,65.7,58.99,68.79,73.55,88.78,82.36,97.07,94.36
Expenses,50.16,58.89,47.48,51.28,62.73,66.13,62.05,71.78,78.57,94.05,85.53,97.8,96.95
Operating Profit,-3.4,-3.4,-1.66,-2.53,-2.71,-0.43,-3.06,-2.99,-5.02,-5.27,-3.17,-0.73,-2.59
OPM %,-7.27,-6.13,-3.62,-5.19,-4.52,-0.65,-5.19,-4.35,-6.83,-5.94,-3.85,-0.75,-2.74
Other Income,4.39,5.65,4.96,4.59,4.21,3.92,5.56,5.78,8.06,9.6,7.82,6.14,6.5
Interest,0.34,0.41,0.31,0.29,0.33,0.4,0.3,0.47,0.53,0.7,0.57,0.39,0.23
Depreciation,0.26,0.32,0.18,0.27,0.28,0.31,0.28,0.32,0.33,0.34,0.23,0.34,0.35
Profit before tax,0.39,1.52,2.81,1.5,0.89,2.78,1.92,2.0,2.18,3.29,3.85,4.68,3.33
Tax %,35.9,36.84,27.05,24.67,24.72,38.49,7.29,23.0,24.77,25.23,25.45,23.5,25.83
Net Profit,0.24,0.96,2.06,1.12,0.67,1.71,1.78,1.54,1.63,2.46,2.86,3.57,2.47
EPS in Rs,0.02,0.08,0.16,0.09,0.05,0.14,0.14,0.12,0.13,0.2,0.23,0.29,0.2
