,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.5,-0.07,0.38,-1.19
Cash from Investing Activity,0.02,0.01,-0.1,-0.01
Cash from Financing Activity,0.0,0.0,0.09,2.97
Net Cash Flow,-0.48,-0.07,0.36,1.77
