,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,5.77,1.77,0.83,0.99
Inventory Days,94.47,69.67,27.06,73.68
Days Payable,0.0,0.0,0.0,0.0
Cash Conversion Cycle,100.24,71.44,27.88,74.67
Working Capital Days,101.34,77.84,28.65,76.69
ROCE %,,0.54,5.68,2.87
