,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.97,0.97,2.38,3.74,3.74
Reserves,0.88,0.89,-0.42,1.19,1.25
Borrowings,0.0,0.0,0.05,0.03,0.02
Other Liabilities,0.07,0.01,0.02,0.07,0.07
Total Liabilities,1.92,1.87,2.03,5.03,5.08
Fixed Assets,0.08,0.07,0.15,0.13,0.04
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,1.84,1.8,1.88,4.9,5.04
Total Assets,1.92,1.87,2.03,5.03,5.08
