,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.21,3.82,0.7000000000000001,2.44,-1.98,2.12,4.78,-4.44,5.37
Cash from Investing Activity,-0.3,-0.52,0.48,-1.35,-0.27,0.18,0.79,1.88,0.75
Cash from Financing Activity,1.96,-4.34,-0.87,2.24,-0.78,-0.47,-0.01,-1.7000000000000002,-0.84
Net Cash Flow,1.46,-1.05,0.31,3.33,-3.03,1.83,5.5600000000000005,-4.26,5.27
