,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,16.16,16.1,15.59,16.06,16.09,16.52,19.31,19.06,20.91,14.27,20.35,26.82,27.05
Expenses,14.96,14.34,14.12,14.29,13.75,13.68,16.21,15.4,18.37,11.49,17.61,23.65,23.80
Operating Profit,1.2,1.76,1.47,1.77,2.34,2.84,3.1,3.66,2.54,2.78,2.74,3.17,3.25
OPM %,7.43,10.93,9.43,11.02,14.54,17.19,16.05,19.2,12.15,19.48,13.46,11.82,12.01
Other Income,0.38,0.03,0.02,0.4,0.08,0.08,0.32,0.46,0.26,0.14,0.12,0.26,0.29
Interest,0.43,0.25,0.18,0.28,0.41,0.28,0.22,0.25,0.4,0.64,0.3,0.47,0.55
Depreciation,0.36,0.36,0.34,0.69,0.66,0.49,0.47,0.42,0.49,0.28,0.28,0.32,0.28
Profit before tax,0.79,1.18,0.97,1.2,1.35,2.15,2.73,3.45,1.91,2.0,2.28,2.64,2.71
Tax %,20.25,32.2,50.52,37.5,34.07,43.72,24.54,26.96,25.13,23.0,23.68,24.62,
Net Profit,0.63,0.8,0.47,0.75,0.88,1.21,2.06,2.52,1.43,1.54,1.75,1.99,2.03
EPS in Rs,0.07,0.09,0.05,0.08,0.1,0.13,0.23,0.28,0.16,0.17,0.19,0.22,0.22
