,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,478.0,605.0,832.0,691.0,613.0,618.0,804.0,714.0,615.0,732.0,876.0,825.0,721.0
Expenses,364.0,468.0,629.0,505.0,479.0,500.0,651.0,612.0,583.0,642.0,737.0,726.0,634.0
Operating Profit,113.0,137.0,203.0,186.0,134.0,118.0,153.0,102.0,33.0,90.0,139.0,99.0,87.0
OPM %,24.0,23.0,24.0,27.0,22.0,19.0,19.0,14.0,5.0,12.0,16.0,12.0,12.0
Other Income,3.0,7.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,5.0,4.0,2.0
Interest,26.0,24.0,16.0,16.0,15.0,16.0,5.0,8.0,11.0,10.0,10.0,10.0,9.0
Depreciation,35.0,36.0,36.0,35.0,36.0,37.0,37.0,36.0,37.0,37.0,36.0,37.0,37.0
Profit before tax,54.0,84.0,153.0,137.0,86.0,67.0,114.0,59.0,-10.0,45.0,98.0,57.0,42.0
Tax %,36.0,36.0,35.0,35.0,34.0,35.0,36.0,37.0,6.0,38.0,31.0,35.0,42.0
Net Profit,35.0,54.0,100.0,89.0,57.0,44.0,73.0,37.0,-10.0,28.0,67.0,37.0,25.0
EPS in Rs,1.7,2.63,4.88,4.37,2.78,2.13,3.57,1.83,-0.46,1.34,3.29,1.81,1.2
