,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,4.02,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99
FIIs,65.76,64.15,57.46,57.18,52.21,47.86,39.18,38.65,37.33,36.39,33.4,35.0
DIIs,12.01,12.4,18.47,15.98,20.87,24.19,30.51,31.3,37.33,38.03,40.62,42.07
Government,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Public,18.06,19.31,19.93,22.7,22.78,23.81,26.17,25.93,21.2,21.43,21.85,18.8
No. of Shareholders,234236.0,270563.0,260366.0,413543.0,375645.0,403885.0,433188.0,418456.0,419041.0,414815.0,463830.0,397743.0
