,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,246,246,244,253,253,253,253,253,253,253,253,253,253
Reserves,11522,11725,12147,13071,13890,15081,760,-1202,-2547,-11791,-20073,-12319,-11745
Borrowings,19590,22510,25577,26139,28035,39261,46357,46160,26909,26887,26839,17650,17604
Other Liabilities,3987,6107,7560,7977,24934,28006,35809,38762,40162,49528,56671,60756,65180
Total Liabilities,35345,40588,45528,47440,67112,82601,83179,83973,64777,64876,63689,66341,71293
Fixed Assets,280,434,482,530,5512,5745,5726,5699,5546,5577,5582,5263,5269
CWIP,1,5,1,2,3,3,34,18,19,20,15,16,4
Investments,14760,15087,16157,15881,25279,34652,33300,32672,34594,39755,44014,48524,51520
Other Assets,20304,25062,28888,31027,36318,42201,44119,45584,24618,19524,14078,12538,14501
Total Assets,35345,40588,45528,47440,67112,82601,83179,83973,64777,64876,63689,66341,71293
