,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,52.13,52.31,52.23,47.48,1.51,1.51,1.51,0.89,0.89
FIIs,16.48,17.6,15.98,24.41,0.24,0.42,0.85,0.14,0.0
DIIs,12.23,12.2,12.6,5.74,3.5,3.07,3.08,3.07,3.05
Government,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02
Public,18.49,17.22,18.52,21.7,94.09,94.35,93.91,95.25,95.41
Others,0.63,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63
No. of Shareholders,1008890.0,949982.0,771157.0,744477.0,772614.0,748379.0,789806.0,783442.0,765720.0
