,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,73,37,58,44,7060,0,180,53
Inventory Days,,,,,,,,,
Days Payable,,,,,,,,,
Cash Conversion Cycle,,73,37,58,44,7060,0,180,53
Working Capital Days,,26,-1,12,24,692,-385,-220,-30
ROCE %,,-2,3,2,14,11,3,-11,-16
