,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,-15,88,-23,48,119,-786,-24,-50
Cash from Investing Activity,0,-7,-27,-229,-15,123,3358,59,-44
Cash from Financing Activity,0,60,-20,232,17,-9,-2922,-1,80
Net Cash Flow,0,39,40,-19,50,233,-350,34,-14
