,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,63.06,63.74,63.74,63.75,63.75,64.08,64.08,64.08,64.08
FIIs,14.23,9.63,9.63,9.63,9.63,9.63,9.63,8.9,8.9
DIIs,2.61,13.01,1.39,1.39,1.39,1.39,1.38,1.37,1.37
Government,0.0,0.0,11.25,11.25,11.25,11.25,11.25,11.25,11.25
Public,20.1,13.61,13.99,13.98,13.98,13.65,13.67,14.4,14.4
No. of Shareholders,7720.0,7602.0,7278.0,7180.0,7097.0,7036.0,7132.0,7246.0,7150.0
