,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.01,71.01,71.01,71.01,71.14,70.6,70.6
Public,28.99,28.99,28.99,28.99,28.86,29.4,29.41
No. of Shareholders,303.0,321.0,334.0,328.0,4259.0,7163.0,7055.0
