,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,67.59,80.97,105.38,86.77,135.32
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,67.59,80.97,105.38,86.77,135.32
Working Capital Days,101.39,90.48,144.56,96.15,99.94
ROCE %,,34.52,49.95,59.74,24.95
