,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,59.34,181.7,163.97,318.28,459.67,223.64,286.52
Inventory Days,151.87,74.91,77.48,47.93,26.57,31.95,59.23
Days Payable,120.8,145.22,27.41,55.76,50.49,17.19,55.12
Cash Conversion Cycle,90.4,111.39,214.05,310.45,435.76,238.4,290.63
Working Capital Days,50.65,125.83,219.25,758.67,791.02,406.55,448.87
ROCE %,,64.8,36.76,1.0,1.61,3.38,1.27
