,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1.67,-3.23,-8.98,-6.51,0.09,-0.01,-62.08
Cash from Investing Activity,-0.04,-0.11,-0.07,0.0,0.0,-0.03,-0.03
Cash from Financing Activity,1.31,3.3,10.47,5.05,-0.03,0.78,61.54
Net Cash Flow,-0.4,-0.04,1.41,-1.46,0.06,0.74,-0.5700000000000001
