,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Reserves,-3.47,-3.53,-3.55,-3.66,-3.92,-3.95,-4.28,-4.13,-4.79,-4.78,-4.83,-4.89,-5.0
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.35,0.42,0.28,0.28,0.28,0.26,0.27,0.3,0.31,0.27,0.3,0.27,0.27
Total Liabilities,2.38,2.39,2.23,2.12,1.86,1.81,1.49,1.67,1.02,0.99,0.97,0.88,0.77
Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
Other Assets,2.36,2.37,2.23,2.12,1.86,1.81,1.49,1.36,1.02,0.99,0.97,0.88,0.77
Total Assets,2.38,2.39,2.23,2.12,1.86,1.81,1.49,1.67,1.02,0.99,0.97,0.88,0.77
