,2019-03-01,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01,2023-10-01
Promoters,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,53.75,51.72
Public,66.03,66.04,66.03,66.03,66.03,66.03,66.03,66.03,66.03,46.25,48.28
No. of Shareholders,387.0,384.0,373.0,374.0,373.0,374.0,387.0,394.0,364.0,258.0,262.0
