,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Promoters,70.74,70.74,70.74,70.74,70.74,69.71
Public,29.26,29.26,29.26,29.26,29.26,30.28
No. of Shareholders,70.0,87.0,88.0,91.0,111.0,106.0
