,2011-09-01,2012-09-01,2013-09-01,2014-09-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,4,4,4,4,4,4,4,4,4
Reserves,2290,2857,3651,4535,7220,8637,9734,10833,12210,13409,14028,14703,15827
Borrowings,1600,1708,1599,1903,2464,2333,2163,2506,1854,2388,3229,3014,3135
Other Liabilities,2439,2659,3023,3391,3566,4075,4577,5098,5373,6780,5799,6648,6842
Total Liabilities,6333,7228,8278,9833,13254,15048,16478,18441,19442,22582,23060,24369,25809
Fixed Assets,1972,2919,2974,3436,4608,5502,6092,6786,8870,9441,9522,10118,10980
CWIP,1042,415,359,628,1059,848,1079,1403,1741,1002,1233,3046,3173
Investments,73,429,904,1081,3138,3382,4145,3855,1519,5874,3656,3085,3208
Other Assets,3245,3465,4041,4688,4448,5316,5162,6397,7312,6265,8648,8120,8447
Total Assets,6333,7228,8278,9833,13254,15048,16478,18441,19442,22582,23060,24369,25809
