,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.47,3.53,3.54,3.25,1.12,1.83,1.86,3.21,4.3,3.91,3.32,2.31,2.11
Expenses,1.98,2.7,3.73,5.02,4.74,5.2,7.76,7.23,8.49,8.7,6.48,5.21,6.6
Operating Profit,1.49,0.83,-0.19,-1.77,-3.62,-3.37,-5.9,-4.02,-4.19,-4.79,-3.16,-2.9,-4.49
OPM %,42.94,23.51,-5.37,-54.46,-323.21,-184.15,-317.2,-125.23,-97.44,-122.51,-95.18,-125.54,-212.8
Other Income,0.19,0.36,0.09,0.29,0.31,0.27,0.42,0.13,0.48,0.54,0.53,0.37,0.49
Interest,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.08,0.08,0.08,0.05,0.06
Depreciation,0.12,0.13,0.12,0.02,0.02,0.02,0.03,0.27,0.42,0.48,0.51,0.52,0.53
Profit before tax,1.55,1.05,-0.23,-1.5,-3.33,-3.12,-5.51,-4.18,-4.21,-4.81,-3.22,-3.1,-4.59
Tax %,-1.29,5.71,34.78,-2.0,-1.2,4.17,10.34,5.98,4.04,0.21,-0.93,-23.23,1.31
Net Profit,1.56,1.0,-0.15,-1.53,-3.37,-2.99,-4.95,-3.94,-4.04,-4.79,-3.25,-3.83,-4.54
EPS in Rs,1.14,0.73,-0.11,-1.12,-2.34,-2.07,-3.42,-2.7,-2.66,-3.19,-2.27,-2.53,-3.05
