,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,365.0,91,142,57,45,76,79,98
Inventory Days,,,,,,,,
Days Payable,,,,,,,,
Cash Conversion Cycle,365.0,91,142,57,45,76,79,98
Working Capital Days,1642.0,41,69,-35,45,115,67,187
ROCE %,,-42,-22,-17,-5,6,-18,-21
