,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,58.17,58.17,57.27,54.25,54.02,54.02
FIIs,15.63,15.92,8.6,10.79,5.1,0.95
DIIs,0.0,0.0,0.47,0.44,0.44,0.44
Public,26.2,25.91,33.67,34.52,40.45,44.59
No. of Shareholders,1667.0,1395.0,9448.0,15087.0,14983.0,15860.0
