,2016-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,228,63,166,175,242,311,645
Cash from Investing Activity,-241,-69,-249,-87,-239,-421,-342
Cash from Financing Activity,-7,9,97,-1,-81,160,346
Net Cash Flow,-20,3,14,87,-78,50,648
