,2016-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,20.0,41.0,41,36,34,30,26
Inventory Days,28.0,26.0,26,43,42,36,35
Days Payable,92.0,124.0,142,147,138,90,114
Cash Conversion Cycle,-45.0,-56.0,-75,-67,-62,-24,-52
Working Capital Days,-23.0,-15.0,-11,-22,-22,-2,-18
ROCE %,,,6,6,5,15,17
