,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,33.08,33.08,33.07,33.06
FIIs,9.36,9.89,10.58,10.69
DIIs,12.55,12.34,10.79,10.93
Public,45.01,44.67,45.55,45.31
No. of Shareholders,121407.0,107120.0,109798.0,116627.0
