,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48
DIIs,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.46
Public,90.06,90.06,90.06,90.06,90.06,90.06,90.07,90.05
No. of Shareholders,7428.0,7044.0,7013.0,7035.0,6635.0,8082.0,8296.0,8198.0
