,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81
Reserves,-116.36,-131.78,-135.11,-46.5,-46.75,-39.31,-39.59,-39.69,-39.5,-39.5,-39.56,-39.68,-39.72
Borrowings,129.73,129.24,120.65,23.09,23.88,12.82,12.41,12.49,12.54,12.61,12.69,12.77,12.81
Other Liabilities,45.03,58.5,68.05,4.4,1.5,1.5,1.6,1.59,1.35,1.28,1.26,1.31,1.3
Total Liabilities,85.21,82.77,80.4,7.8,5.44,1.82,1.23,1.2,1.2,1.2,1.2,1.21,1.2
Fixed Assets,80.25,78.56,76.73,4.88,4.79,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,4.2,4.21,3.67,2.92,0.65,0.62,0.03,0.0,0.0,0.0,0.0,0.01,0.0
Total Assets,85.21,82.77,80.4,7.8,5.44,1.82,1.23,1.2,1.2,1.2,1.2,1.21,1.2
