,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,30.41,37.81,38.07,38.11,38.11,36.15,38.44,38.48
Public,69.59,62.19,61.93,61.89,61.89,63.85,61.55,61.51
No. of Shareholders,2829.0,2727.0,2671.0,2573.0,2740.0,6144.0,6061.0,5933.0
