,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,56.63,56.63,56.63,58.16,58.16,58.24,58.42,58.42
FIIs,0.13,0.09,0.11,0.01,0.01,0.05,0.0,0.02
DIIs,2.16,2.02,1.94,1.48,1.31,1.2,0.02,0.09
Public,41.08,41.26,41.32,40.35,40.52,40.51,41.56,41.46
No. of Shareholders,17849.0,20979.0,20262.0,18704.0,19479.0,34515.0,37033.0,43582.0
