,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.22,9.5,20.61,5.11,14.77,15.39,38.9,12.38,14.37,19.19,27.63,9.14,19.08
Expenses,6.05,9.14,15.17,5.78,9.37,11.52,24.68,10.09,12.61,13.99,12.21,9.35,11.44
Operating Profit,0.17,0.36,5.44,-0.67,5.4,3.87,14.22,2.29,1.76,5.2,15.42,-0.21,7.64
OPM %,2.73,3.79,26.39,-13.11,36.56,25.15,36.56,18.5,12.25,27.1,55.81,-2.3,40.04
Other Income,0.74,0.67,-0.28,0.52,0.06,0.08,0.3,0.47,0.61,1.49,1.29,1.16,1.14
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.0,0.0,0.0,0.0,0.0
Depreciation,0.65,0.65,0.66,0.67,0.68,0.68,0.65,0.64,0.24,0.25,0.24,0.25,0.25
Profit before tax,0.26,0.38,4.5,-0.82,4.78,3.27,13.72,2.11,2.13,6.44,16.47,0.7,8.53
Tax %,38.46,13.16,25.78,0.0,21.34,26.61,26.46,25.59,26.29,25.31,25.14,25.71,25.56
Net Profit,0.15,0.34,3.35,-0.81,3.76,2.41,10.1,1.57,1.58,4.81,12.32,0.52,6.35
EPS in Rs,0.28,0.64,6.31,-1.53,7.08,4.54,19.03,2.96,2.98,9.06,23.21,0.98,11.96
