,2011-12-01,2012-12-01,2013-12-01,2014-12-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,5,5
Reserves,21,28,31,34,43,47,47,48,56,62,77,96,102
Borrowings,0,0,0,0,0,0,0,0,1,0,0,0,0
Other Liabilities,18,17,12,9,12,12,11,12,13,13,12,14,14
Total Liabilities,44,50,48,49,60,64,63,65,75,80,94,116,122
Fixed Assets,6,6,7,7,7,7,14,12,10,10,7,8,8
CWIP,1,1,1,1,2,7,0,0,1,0,1,2,4
Investments,5,15,8,14,19,20,20,14,5,4,23,42,40
Other Assets,33,28,33,26,32,29,29,40,60,66,62,64,70
Total Assets,44,50,48,49,60,64,63,65,75,80,94,116,122
