,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,15,20,20
Reserves,3,8,31,113,302,339
Borrowings,29,43,38,64,90,146
Other Liabilities,38,48,60,55,95,143
Total Liabilities,79,107,138,248,507,647
Fixed Assets,10,12,20,21,60,244
CWIP,0,3,0,7,122,10
Investments,0,0,0,1,3,3
Other Assets,69,92,118,218,323,390
Total Assets,79,107,138,248,507,647
