,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-7,2,11,-60,10
Cash from Investing Activity,-1,-12,-2,-23,-168
Cash from Financing Activity,8,10,-9,83,168
Net Cash Flow,0,0,0,0,11
