,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47
Reserves,-45.6,-42.1,-42.17,-43.03,-46.9,-63.26,-59.66,-58.4,-61.27,-63.07,-63.1,-64.68,-65.53
Borrowings,30.32,26.98,18.63,16.26,18.54,35.27,31.92,23.6,20.77,19.09,20.92,22.26,23.82
Other Liabilities,33.17,33.55,33.71,36.25,35.95,36.14,36.25,35.72,35.44,35.71,35.45,35.77,35.17
Total Liabilities,28.36,28.9,20.64,19.95,18.06,18.62,18.98,11.39,5.41,2.2,3.74,3.82,3.93
Fixed Assets,1.92,1.8,1.69,1.12,1.08,1.04,0.94,0.75,0.73,0.43,0.43,0.42,0.48
CWIP,2.35,2.41,2.41,2.41,2.41,2.41,2.41,2.41,0.96,0.0,0.0,0.0,0.0
Investments,10.25,10.25,10.25,10.25,10.25,10.25,10.25,4.64,0.0,0.0,0.0,0.0,0.0
Other Assets,13.84,14.44,6.29,6.17,4.32,4.92,5.38,3.59,3.72,1.77,3.31,3.4,3.45
Total Assets,28.36,28.9,20.64,19.95,18.06,18.62,18.98,11.39,5.41,2.2,3.74,3.82,3.93
