,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,19.0,23.0,28.0,38.0,50.0,53
Expenses,15.0,17.0,19.0,23.0,30.0,33
Operating Profit,4.0,5.0,9.0,15.0,20.0,20
OPM %,20.0,23.0,32.0,40.0,40.0,38
Other Income,0.0,2.0,1.0,2.0,2.0,2
Interest,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0.0,0.0,0.0,1.0,1.0,1
Profit before tax,4.0,6.0,9.0,16.0,21.0,21
Tax %,20.0,20.0,23.0,28.0,25.0,
Net Profit,3.0,5.0,7.0,12.0,16.0,17
EPS in Rs,1049.12,1757.89,252.98,9.64,13.09,13.77
