,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,12,12,12
Reserves,10,15,22,45,61,68
Borrowings,1,2,1,1,0,0
Other Liabilities,4,4,7,6,6,6
Total Liabilities,15,21,31,64,79,86
Fixed Assets,5,5,5,7,7,15
CWIP,0,0,2,5,17,11
Investments,0,0,0,1,1,1
Other Assets,10,16,23,52,53,58
Total Assets,15,21,31,64,79,86
