,2022-03-01,2023-03-01,2023-09-01
Promoters,73.6,73.6,73.6
FIIs,0.76,0.3,0.31
DIIs,1.24,0.95,0.71
Public,24.4,25.14,25.37
No. of Shareholders,1003.0,1613.0,1937.0
