,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.0,5.0,1.0,0,0.0,0,0,0.0,39.0,185.0,239.0,203
Expenses,0.0,0.0,5.0,1.0,0,0.0,0,0,1.0,36.0,171.0,219.0,182
Operating Profit,0.0,0.0,0.0,0.0,-0,-0.0,-0,-0,-1.0,3.0,14.0,19.0,22
OPM %,50.0,80.0,9.0,3.0,-121,-1167.0,,,-1225.0,8.0,8.0,8.0,11
Other Income,0.0,-0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1.0,0.0,0
Interest,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1.0,2
Depreciation,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1.0,2.0,5.0,6
Profit before tax,0.0,0.0,0.0,0.0,0,0.0,0,-0,-1.0,2.0,12.0,14.0,13
Tax %,33.0,33.0,32.0,0.0,,50.0,0,0,-1.0,25.0,30.0,32.0,
Net Profit,0.0,0.0,0.0,0.0,0,0.0,0,-0,-1.0,2.0,8.0,9.0,9
EPS in Rs,0.05,0.05,0.82,0.0,0.00,0.0,0.00,-0.02,-0.12,0.08,0.32,0.36,0.35
