,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.88,10.68,18.25,11.46,33.5,58.11,81.49,54.66,63.89,69.83,50.55,37.87,45.11
Expenses,6.5,10.99,15.5,10.44,30.72,53.78,75.73,51.07,59.39,63.34,45.93,33.11,39.27
Operating Profit,0.38,-0.31,2.75,1.02,2.78,4.33,5.76,3.59,4.5,6.49,4.62,4.76,5.84
OPM %,5.52,-2.9,15.07,8.9,8.3,7.45,7.07,6.57,7.04,9.29,9.14,12.57,12.95
Other Income,0.02,1.18,-1.15,0.07,0.02,0.19,0.3,0.06,0.09,0.0,0.21,0.02,0.02
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.48,0.11,0.81,0.94
Depreciation,0.12,0.13,0.3,0.38,0.45,0.64,0.86,0.86,1.05,1.25,1.79,1.55,1.65
Profit before tax,0.28,0.74,1.3,0.71,2.35,3.88,5.2,2.79,3.37,4.76,2.93,2.42,3.27
Tax %,0.0,0.0,46.92,0.0,31.06,26.03,36.92,25.81,25.82,27.94,50.51,27.69,26.3
Net Profit,0.28,0.74,0.69,0.71,1.62,2.87,3.28,2.06,2.5,3.43,1.45,1.75,2.42
EPS in Rs,0.01,0.03,0.03,0.03,0.06,0.11,0.13,0.08,0.1,0.13,0.06,0.07,0.09
