,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,21153.0,23686.0,26700.0,25282.0,23291.0,28434.0,32709.0,35092.0,29838.0,35169.0,38152.0,35983.0,32776.0
Expenses,17178.0,18521.0,20265.0,20439.0,19354.0,21611.0,23607.0,22865.0,22700.0,24781.0,31254.0,25492.0,24639.0
Operating Profit,3975.0,5165.0,6435.0,4843.0,3937.0,6822.0,9102.0,12227.0,7139.0,10389.0,6898.0,10491.0,8137.0
OPM %,19.0,22.0,24.0,19.0,17.0,24.0,28.0,35.0,24.0,30.0,18.0,29.0,25.0
Other Income,1086.0,649.0,1224.0,681.0,782.0,653.0,1767.0,995.0,1761.0,1671.0,2282.0,1538.0,2074.0
Interest,147.0,155.0,157.0,148.0,141.0,132.0,121.0,150.0,135.0,204.0,195.0,178.0,182.0
Depreciation,852.0,916.0,1097.0,1041.0,934.0,1041.0,1412.0,994.0,1077.0,1262.0,1342.0,1138.0,1178.0
Profit before tax,4061.0,4742.0,6406.0,4336.0,3643.0,6302.0,9335.0,12077.0,7687.0,10594.0,7642.0,10712.0,8850.0
Tax %,27.0,35.0,28.0,27.0,20.0,28.0,28.0,27.0,21.0,27.0,28.0,26.0,23.0
Net Profit,2952.0,3084.0,4589.0,3174.0,2933.0,4557.0,6715.0,8834.0,6044.0,7719.0,5528.0,7941.0,6814.0
EPS in Rs,4.78,5.01,7.44,5.14,4.77,7.4,10.86,14.33,9.81,12.58,8.98,12.93,11.03
