,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,8,8,8,8,8,8,8,9,9,10,15,15
Reserves,65,68,68,63,63,59,70,80,70,65,98,105,103
Borrowings,62,75,100,100,98,112,134,162,152,118,107,116,106
Other Liabilities,114,115,115,125,99,112,154,170,143,192,189,171,193
Total Liabilities,249,266,291,295,268,291,366,420,374,384,404,407,417
Fixed Assets,93,91,135,129,115,103,113,145,150,134,118,132,130
CWIP,3,25,4,2,3,2,2,10,2,1,1,2,3
Investments,0,0,0,0,0,0,0,0,0,0,0,1,1
Other Assets,153,150,152,165,150,186,250,264,222,249,285,272,283
Total Assets,249,266,291,295,268,291,366,420,374,384,404,407,417
