,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.44,2.96,2.64,2.85,2.96,3.19,3.44,3.96,4.11,3.64,2.96,3.42,3.76
Expenses,0.41,0.35,1.79,0.54,0.62,0.62,1.11,0.72,0.7,0.85,0.87,0.69,0.77
Operating Profit,2.03,2.61,0.85,2.31,2.34,2.57,2.33,3.24,3.41,2.79,2.09,2.73,2.99
OPM %,83.2,88.18,32.2,81.05,79.05,80.56,67.73,81.82,82.97,76.65,70.61,79.82,79.52
Other Income,0.0,0.01,0.0,0.0,0.05,0.01,0.01,0.01,0.01,0.05,0.0,0.0,0.01
Interest,0.59,0.71,0.83,0.71,0.66,0.8,1.25,1.55,1.55,1.11,0.81,0.67,0.77
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Profit before tax,1.44,1.91,0.02,1.6,1.73,1.78,1.09,1.7,1.87,1.73,1.28,2.06,2.22
Tax %,10.42,0.52,1800.0,25.62,24.86,25.28,43.12,25.88,25.13,24.86,26.56,27.18,26.13
Net Profit,1.29,1.9,-0.34,1.18,1.29,1.34,0.62,1.25,1.4,1.29,0.94,1.51,1.64
EPS in Rs,0.24,0.35,-0.06,0.22,0.24,0.25,0.11,0.23,0.26,0.24,0.17,0.28,0.3
