,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,0.13,1.56,2.44,1.55
Expenses,1.89,1.88,2.04,1.86
Operating Profit,-1.76,-0.32,0.4,-0.31
OPM %,-1353.85,-20.51,16.39,-20.0
Other Income,0.3,0.04,0.66,0.34
Interest,-0.0,-0.0,-0.0,0.01
Depreciation,0.01,0.01,-0.0,-0.0
Profit before tax,-1.47,-0.29,1.06,0.02
Tax %,23.13,10.34,0.94,-2350.0
Net Profit,-1.13,-0.05,1.05,0.5
EPS in Rs,-52.15,-2.31,40.15,1.85
