,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,1628.46,271.41,281.23,211.94
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,1628.46,271.41,281.23,211.94
Working Capital Days,-814.23,250.35,293.20,280.23
ROCE %,,-12.40,14.44,-7.56
