,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1.4,-1.63,0.17,0.75
Cash from Investing Activity,-0.09,0.39,-0.05,0.13
Cash from Financing Activity,2.77,0.63,-0.49,-0.1
Net Cash Flow,1.28,-0.61,-0.37,0.78
