,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,249.0,283.0,288.0,306.0,340.0,334.0,324.0,370.0,395.0,324.0,349.0,380.0,397.0
Expenses,182.0,212.0,236.0,247.0,280.0,269.0,268.0,308.0,328.0,279.0,296.0,316.0,332.0
Operating Profit,67.0,70.0,52.0,59.0,59.0,65.0,55.0,62.0,67.0,45.0,53.0,64.0,65.0
OPM %,27.0,25.0,18.0,19.0,17.0,19.0,17.0,17.0,17.0,14.0,15.0,17.0,16.0
Other Income,3.0,5.0,6.0,7.0,10.0,8.0,15.0,8.0,9.0,7.0,17.0,9.0,9.0
Interest,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0
Depreciation,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0
Profit before tax,58.0,64.0,47.0,55.0,57.0,60.0,59.0,59.0,64.0,40.0,56.0,59.0,61.0
Tax %,35.0,33.0,32.0,35.0,24.0,29.0,23.0,25.0,25.0,25.0,23.0,25.0,24.0
Net Profit,38.0,43.0,32.0,36.0,43.0,43.0,45.0,45.0,48.0,30.0,43.0,44.0,46.0
EPS in Rs,16.25,18.41,13.69,15.42,18.65,18.46,19.42,19.17,20.72,13.09,18.54,18.81,19.76
