,Mar 2010,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.23,2.85,7.88,3.78,3.97,12.95,34.52,37.65,7.18,6.19,14.34,16.63,15.68
Expenses,1.12,2.95,7.9,3.75,3.92,12.98,34.47,36.56,7.31,5.88,14.25,16.58,15.70
Operating Profit,0.11,-0.1,-0.02,0.03,0.05,-0.03,0.05,1.09,-0.13,0.31,0.09,0.05,-0.02
OPM %,8.94,-3.51,-0.25,0.79,1.26,-0.23,0.14,2.9,-1.81,5.01,0.63,0.3,-0.13
Other Income,0.04,0.21,0.15,0.12,0.0,0.0,0.0,-1.03,0.0,-0.42,0.53,0.02,0.02
Interest,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.00
Depreciation,0.10,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.04,0.04
Profit before tax,0.05,0.07,0.04,0.11,0.01,-0.07,0.01,0.02,-0.17,-0.17,0.56,0.02,-0.04
Tax %,0.00,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,
Net Profit,0.05,0.07,0.04,0.11,0.01,-0.07,0.01,0.0,-0.17,-0.17,0.56,0.01,-0.04
EPS in Rs,,0.05,0.03,0.08,0.01,-0.05,0.01,0.0,-0.12,-0.12,0.39,0.01,-0.03
