,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,,165,71,2289,-1878,-1610,-2597,-674
Cash from Investing Activity,,,,,-17,-21,-21,-23,-40,-69,-125
Cash from Financing Activity,,,,,-54,6,-561,559,1417,3130,266
Net Cash Flow,,,,,94,56,1707,-1342,-233,464,-533
