,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,681.0,620.0,739.0,745.0,856.0,942.0,892.0,794.0,858.0,879.0,885.0,934.0,1249.0
Expenses,267.0,223.0,254.0,275.0,313.0,333.0,329.0,311.0,335.0,330.0,337.0,363.0,439.0
Operating Profit,414.0,397.0,486.0,470.0,544.0,608.0,563.0,483.0,523.0,549.0,548.0,571.0,810.0
OPM %,61.0,64.0,66.0,63.0,63.0,65.0,63.0,61.0,61.0,62.0,62.0,61.0,65.0
Other Income,-0.0,-0.0,0.0,2.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,-0.0
Interest,28.0,25.0,31.0,42.0,58.0,83.0,91.0,100.0,108.0,153.0,175.0,185.0,215.0
Depreciation,13.0,14.0,14.0,14.0,15.0,16.0,17.0,16.0,19.0,19.0,21.0,22.0,26.0
Profit before tax,372.0,358.0,441.0,417.0,471.0,510.0,455.0,367.0,404.0,377.0,353.0,364.0,569.0
Tax %,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0
Net Profit,278.0,267.0,329.0,311.0,351.0,380.0,340.0,274.0,300.0,281.0,263.0,271.0,424.0
EPS in Rs,8.63,8.29,10.22,9.63,10.89,11.79,10.55,8.48,9.31,8.7,8.14,8.39,13.11
