,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Promoters,58.74,58.74,50.33,50.33
FIIs,0.19,0.31,14.6,15.19
DIIs,1.13,0.02,0.0,0.0
Public,39.96,40.94,35.07,34.49
No. of Shareholders,16844.0,15329.0,15242.0,18352.0
