,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,62.57,39.11,100.59,102.7,114.07,84.67,27.52,31.64,130.03,175.05,67.74
Inventory Days,,,16.48,15.65,30.82,63.46,117.96,157.61,81.83,314.27,418.15
Days Payable,,,30.76,62.31,103.93,60.62,95.6,123.74,64.34,176.24,134.58
Cash Conversion Cycle,62.57,39.11,86.31,56.04,40.96,87.51,49.88,65.51,147.52,313.08,351.3
Working Capital Days,20.86,1284.02,140.17,77.76,84.31,124.24,132.95,145.5,234.88,298.19,348.02
ROCE %,,18.10,33.46,38.55,34.96,29.32,16.57,13.45,11.32,11.69,10.54
