,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.01,-0.43,1.11,1.04,0.71,1.94,3.7,1.31,-5.31,-7.23,3.6
Cash from Investing Activity,-0.01,-0.06,-0.81,-0.45,-0.33,-2.91,-13.56,-1.24,5.09,7.14,-2.0
Cash from Financing Activity,0.01,0.53,0.19,-0.51,-0.01,0.97,10.94,-0.05,0.29,-0.4,-0.13
Net Cash Flow,0.01,0.04,0.49,0.07,0.37,-0.01,1.08,0.02,0.07,-0.49,1.47
