,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.93,1.29,1.47,0.69,1.52,1.91,1.74,2.04,2.14,2.21,2.25,2.01,2.05
Expenses,0.56,0.95,1.23,0.68,1.06,1.43,1.25,1.55,1.6,1.66,1.7,1.59,1.55
Operating Profit,0.37,0.34,0.24,0.01,0.46,0.48,0.49,0.49,0.54,0.55,0.55,0.42,0.5
OPM %,39.78,26.36,16.33,1.45,30.26,25.13,28.16,24.02,25.23,24.89,24.44,20.9,24.39
Other Income,0.32,0.5,0.37,0.38,0.28,0.24,0.36,-0.1,0.51,0.48,0.12,1.08,0.71
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02
Depreciation,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.05,0.05,0.04
Profit before tax,0.67,0.82,0.59,0.37,0.72,0.7,0.83,0.37,1.02,1.0,0.6,1.43,1.15
Tax %,32.84,14.63,30.51,43.24,12.5,25.71,33.73,18.92,30.39,21.0,25.0,25.17,24.35
Net Profit,0.44,0.7,0.4,0.21,0.62,0.53,0.55,0.3,0.72,0.79,0.46,1.07,0.87
EPS in Rs,11.0,17.5,10.0,5.25,15.5,13.25,13.75,7.5,18.0,19.75,11.5,26.75,21.75
