,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,100.0,129.0,148.0,106.0,131.0,141.0,177.0,184.0,211.0,182.0,183.0,181.0,195.0
Expenses,84.0,103.0,122.0,86.0,115.0,125.0,158.0,158.0,185.0,163.0,167.0,163.0,169.0
Operating Profit,16.0,26.0,26.0,20.0,15.0,16.0,18.0,26.0,26.0,19.0,16.0,18.0,26.0
OPM %,16.0,20.0,17.0,19.0,12.0,12.0,10.0,14.0,12.0,11.0,9.0,10.0,13.0
Other Income,2.0,-23.0,3.0,2.0,1.0,1.0,-12.0,2.0,3.0,2.0,2.0,2.0,3.0
Interest,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
Depreciation,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Profit before tax,13.0,-1.0,24.0,18.0,13.0,13.0,2.0,24.0,24.0,17.0,14.0,15.0,24.0
Tax %,22.0,45.0,13.0,22.0,27.0,27.0,23.0,25.0,25.0,26.0,26.0,25.0,25.0
Net Profit,10.0,-1.0,21.0,14.0,9.0,9.0,2.0,18.0,18.0,13.0,11.0,11.0,18.0
EPS in Rs,1.08,-0.08,2.24,1.46,0.99,0.98,0.2,1.87,1.91,1.34,1.13,1.18,1.86
