,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1,15,82,24,14,52,86,17,16
Cash from Investing Activity,0,3,-33,-9,-21,-31,-50,-28,18
Cash from Financing Activity,1,-14,-47,-18,7,-21,-32,9,-31
Net Cash Flow,0,4,2,-3,0,0,4,-2,4
