,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,46,42,46,42,32,49,49,31
Inventory Days,,148,71,99,108,120,161,188,163
Days Payable,,116,71,110,94,107,164,125,65
Cash Conversion Cycle,,77,41,35,55,45,45,112,128
Working Capital Days,,57,30,5,37,31,45,74,79
ROCE %,,18,15,14,10,14,18,16,18
