,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,124.0,-81,195.0,2152.0
Expenses,141.0,-53,44.0,36.0
Operating Profit,-17.0,-28,150.0,2116.0
OPM %,-14.0,,77.0,98.0
Other Income,2139.0,1898,61.0,1.0
Interest,33.0,-49,21.0,70.0
Depreciation,2.0,2,2.0,2.0
Profit before tax,2087.0,1918,188.0,2045.0
Tax %,1.0,-1,-10.0,5.0
Net Profit,2074.0,1938,195.0,1940.0
EPS in Rs,122.08,114.09,11.46,114.21
